1.172927389420285e-02,8.272985942896400e-01,2.351015520345891e-02
1.196385937208690e-02,8.120196731530804e-01,2.204189166367227e-02
1.220313655952864e-02,8.580829174174498e-01,2.148922639976412e-02
1.244719929071922e-02,8.779444839238193e-01,2.052031210975066e-02
1.269614327653360e-02,8.854463088431803e-01,1.945123599212713e-02
1.295006614206427e-02,8.883089379143259e-01,1.835566537912156e-02
1.320906746490556e-02,8.897849409015227e-01,1.720718778996136e-02
1.347324881420367e-02,9.130079052797777e-01,1.634831265301714e-02
1.374271379048774e-02,9.043817543554794e-01,1.521065201567972e-02
1.401756806629750e-02,8.484126349630129e-01,1.385123517642611e-02
1.429791942762345e-02,5.298740761211587e-01,1.016348184597102e-02
1.458387781617592e-02,3.551703815702273e-01,7.746676316845168e-03
1.487555537249944e-02,2.599500015919212e-01,6.158800599904161e-03
1.517306647994942e-02,2.071345983967515e-01,5.131769660699736e-03
1.547652780954841e-02,1.649382410530228e-01,4.324681374794334e-03
1.578605836573938e-02,1.379461823302714e-01,3.784509973175174e-03
1.610177953305417e-02,1.145276960256174e-01,3.256276465972464e-03
1.642381512371525e-02,9.446596969593966e-02,2.794145777566870e-03
1.675229142618956e-02,8.641096574372541e-02,2.548089373252961e-03
1.708733725471335e-02,7.339911100834577e-02,2.228749606636819e-03
1.742908399980762e-02,6.626466129584084e-02,1.989423751606166e-03
1.777766567980377e-02,5.913561297229946e-02,1.798751414557782e-03
1.813321899339984e-02,5.203977812540637e-02,1.617025110958754e-03
1.849588337326784e-02,4.275193334564004e-02,1.398062778963103e-03
1.886580104073320e-02,3.865610946887361e-02,1.272945201330567e-03
1.924311706154787e-02,3.508985189085479e-02,1.160080202870221e-03
1.962797940277882e-02,3.092456402966616e-02,1.035599024657394e-03
2.002053899083440e-02,2.784962716070670e-02,9.436250366577685e-04
2.042094977065109e-02,2.560235537431539e-02,8.653537352640847e-04
2.082936876606411e-02,2.323594946064439e-02,7.910438965000844e-04
2.124595614138539e-02,1.955560643477433e-02,6.933122015199390e-04
2.167087526421310e-02,1.850361815739048e-02,6.517774187067702e-04
2.210429276949737e-02,1.658967615977031e-02,5.918662719873236e-04
2.254637862488731e-02,1.528500911281126e-02,5.418211099575234e-04
2.299730619738506e-02,1.369032966338691e-02,4.963224179247929e-04
2.345725232133276e-02,1.263078443181792e-02,4.594414881964963e-04
2.392639736775942e-02,1.061456030609027e-02,4.062305953411199e-04
2.440492531511461e-02,1.028456326130402e-02,3.841883104411600e-04
2.489302382141690e-02,9.543243963091166e-03,3.594662912768762e-04
2.539088429784523e-02,8.396847323962588e-03,3.230907058283442e-04
2.589870198380214e-02,7.448066699614338e-03,2.957086159381395e-04
2.641667602347818e-02,6.712190665957407e-03,2.702299296834594e-04
2.694500954394775e-02,6.253370041162354e-03,2.509359599137141e-04
2.748390973482670e-02,5.432045138420395e-03,2.268442647842393e-04
2.803358792952323e-02,5.368627605373475e-03,2.201453124271080e-04
2.859425968811369e-02,4.558387052051423e-03,1.973836898532529e-04
2.916614488187597e-02,4.344632656881632e-03,1.866115256070293e-04
2.974946777951349e-02,3.719271906175218e-03,1.675283066700321e-04
3.034445713510376e-02,3.613097899208202e-03,1.602993500072328e-04
3.095134627780583e-02,3.142541806515239e-03,1.466982027142065e-04
3.157037320336195e-02,2.993764751802752e-03,1.394662553806346e-04
3.220178066742919e-02,2.867184132659519e-03,1.347016209415515e-04
3.284581628077778e-02,2.644835245326517e-03,9.815326056299618e-05
3.350273260639333e-02,2.539917001647411e-03,9.464643844942693e-05
3.417278725852119e-02,2.162864259853205e-03,8.382590203777987e-05
3.485624300369162e-02,1.994180511554603e-03,7.810501697413514e-05
3.555336786376545e-02,1.701648550214579e-03,7.010817075288507e-05
3.626443522104077e-02,1.722295713538720e-03,6.811285801907934e-05
3.698972392546158e-02,1.483165526181758e-03,6.103035051433614e-05
3.772951840397080e-02,1.365941967712020e-03,5.671737475805410e-05
3.848410877205022e-02,1.368381330645025e-03,5.645940189775631e-05
3.925379094749122e-02,1.204725810539824e-03,5.101539093144605e-05
4.003886676644105e-02,1.004022482839214e-03,4.545392062157676e-05
4.083964410176987e-02,1.073752072076040e-03,4.641236973608529e-05
4.165643698380527e-02,9.005789625700435e-04,3.946219509906137e-05
4.248956572348138e-02,7.720879960046687e-04,3.629526105906754e-05
4.333935703795101e-02,7.125305860588957e-04,3.238578075633364e-05
4.420614417871003e-02,6.470261760160341e-04,2.983578977924704e-05
4.509026706228422e-02,6.692621587323187e-04,2.942193695094789e-05
4.599207240352991e-02,5.792780956214780e-04,2.616313725634045e-05
4.691191385160051e-02,5.085919711100968e-04,2.366164428795465e-05
4.785015212863251e-02,4.034717400237858e-04,2.008345749721445e-05
4.880715517120517e-02,3.758857272227054e-04,1.891663193139630e-05
4.978329827462927e-02,3.706246421055532e-04,1.874034952767817e-05
5.077896424012185e-02,3.681764700456199e-04,1.780539969240800e-05
5.179454352492429e-02,3.111577804502098e-04,1.616999121323842e-05
5.283043439542277e-02,3.227580449866464e-04,1.608351614890125e-05
5.388704308333123e-02,2.946185371915943e-04,1.529076350977150e-05
5.496478394499786e-02,2.324626780912836e-04,1.249352526485121e-05
5.606407962389781e-02,2.007792540489620e-04,1.093075399830329e-05
5.718536121637577e-02,1.984387033785444e-04,1.096139751201669e-05
5.832906844070329e-02,1.771199225034912e-04,9.531585694761452e-06
5.949564980951735e-02,1.749725935228474e-04,9.781048078851007e-06
6.068556280570770e-02,1.387361611565994e-04,8.033191604323407e-06
6.189927406182186e-02,1.600165925487086e-04,8.905899535074527e-06
6.313725954305829e-02,1.256905436375009e-04,7.224735214134421e-06
6.440000473391946e-02,9.159490026704268e-05,5.681208818806901e-06
6.568800482859785e-02,1.143643549169811e-04,6.723445256743646e-06
6.700176492516981e-02,1.033124002947586e-04,6.016272205796746e-06
6.834180022367320e-02,8.948006456949522e-05,5.677939178091543e-06
6.970863622814667e-02,8.441721928707954e-05,5.226828447646598e-06
7.110280895270961e-02,6.973167419476177e-05,4.655920828709846e-06
7.252486513176380e-02,5.736726462467568e-05,3.916462898497006e-06
7.397536243439908e-02,5.976927380956570e-05,4.069864445924283e-06
7.545486968308705e-02,6.589451095277066e-05,4.094663868462455e-06
7.696396707674880e-02,5.438715004008483e-05,3.620663671107455e-06
7.850324641828377e-02,4.806924795987943e-05,3.197321405424903e-06
8.007331134664944e-02,4.669948350146197e-05,3.192630516144678e-06
8.167477757358244e-02,4.059586787934622e-05,2.898537840969566e-06
8.330827312505409e-02,4.181313344076123e-05,2.859806163738249e-06
8.497443858755517e-02,3.954857615373832e-05,2.808097559486238e-06
8.667392735930628e-02,3.139899881232301e-05,2.347794393112189e-06
8.840740590649240e-02,3.025036696046031e-05,2.235231308943696e-06
9.017555402462225e-02,2.912704094207431e-05,2.097903769399358e-06
9.197906510511469e-02,2.738276476030494e-05,2.093456441587499e-06
9.381864640721699e-02,1.944995865685993e-05,1.709398757144934e-06
9.569501933536134e-02,2.543818834108640e-05,1.925332248453648e-06
9.760891972206856e-02,2.182975748715952e-05,1.851093333031979e-06
9.956109811650993e-02,2.104435186883369e-05,1.678697704512807e-06
1.015523200788401e-01,1.984624074346508e-05,1.663655361873238e-06
1.035833664804169e-01,1.952724953888879e-05,1.649522205597852e-06
1.056550338100253e-01,1.565813836461234e-05,1.385699540985465e-06
1.077681344862258e-01,1.857837908232940e-05,1.503908704467167e-06
1.099234971759503e-01,1.194792853522525e-05,1.134089744979813e-06
1.121219671194693e-01,1.365128406051787e-05,1.266021006719982e-06
1.143644064618587e-01,1.189879613289751e-05,1.148067072547395e-06
1.166516945910959e-01,1.252050624899286e-05,1.180883844442936e-06
1.189847284829178e-01,1.171491807299215e-05,1.138604904350278e-06
1.213644230525761e-01,1.146001853282878e-05,1.127597390402621e-06
1.237917115136277e-01,9.072338655456514e-06,9.399008486170148e-07
1.262675457439002e-01,8.948250768102223e-06,9.182819012603456e-07
1.287928966587782e-01,9.874175853975124e-06,9.491657120735978e-07
1.313687545919538e-01,7.009781599874391e-06,7.843388699068828e-07
1.339961296837929e-01,9.459992419531525e-06,9.225519213940198e-07
1.366760522774687e-01,8.161867694293344e-06,7.930762515130814e-07
1.394095733230181e-01,8.292110680007381e-06,8.923682475816678e-07
1.421977647894785e-01,9.203021410177733e-06,9.362556527578767e-07
1.450417200852680e-01,5.911654214657181e-06,6.934478522116495e-07
1.479425544869734e-01,6.006082087873587e-06,6.886748796827014e-07
1.509014055767128e-01,7.822851151136084e-06,8.351967420837168e-07
1.539194336882471e-01,5.356235086129350e-06,6.794842406484032e-07
1.569978223620120e-01,5.733586146381612e-06,7.269087466087275e-07
1.601377788092523e-01,5.593551127845320e-06,6.862627080803677e-07
1.633405343854373e-01,5.153586360826003e-06,6.533691380093178e-07
1.666073450731461e-01,5.163209656431730e-06,6.246488479688352e-07
1.699394919746090e-01,4.964855456372671e-06,6.442798665981178e-07
1.733382818141012e-01,5.886606061698575e-06,7.350288280315055e-07
1.768050474503832e-01,4.916016281154060e-06,6.698921720942758e-07
1.803411483993909e-01,4.163930016249600e-06,6.512277943435255e-07
1.839479713673787e-01,5.584029132334444e-06,7.478160740679435e-07
1.876269307947263e-01,3.839143060293850e-06,6.197876888680313e-07
1.913794694106208e-01,5.769949536735372e-06,8.139958171438394e-07
1.952070587988332e-01,6.319728084691905e-06,9.218282797262661e-07
1.991111999748099e-01,3.609279240153244e-06,7.203234171310880e-07
2.030934239743060e-01,4.326745669560465e-06,7.890917275435960e-07
2.071552924537922e-01,3.352230342094658e-06,7.523428633790409e-07
2.112983983028680e-01,3.670972249324051e-06,8.105703304663718e-07
2.155243662689254e-01,6.126049751734333e-06,1.110671064631828e-06
2.198348535943039e-01,5.094781394719293e-06,1.141370555342704e-06
