0.010128,1.003,0.037455
0.010386,0.95987,0.033498
0.010651,1.0025,0.031502
0.010923,1.0095,0.028675
0.011202,0.97315,0.025626
0.011487,0.98337,0.023528
0.01178,0.98915,0.021895
0.012081,1.0292,0.020652
0.012389,1.0072,0.018787
0.012706,1.0059,0.017365
0.01303,1.0151,0.016197
0.013362,0.99571,0.014843
0.013703,0.98019,0.013832
0.014053,0.93799,0.012661
0.014411,0.6432,0.0096227
0.014779,0.32606,0.0062637
0.015156,0.21731,0.0048045
0.015543,0.1551,0.0041933
0.01594,0.12057,0.0034694
0.016346,0.094775,0.0028577
0.016763,0.072537,0.0023357
0.017191,0.062458,0.00206
0.01763,0.046881,0.0016765
0.01808,0.038169,0.0014236
0.018541,0.031864,0.0012445
0.019014,0.02506,0.0010446
0.019499,0.021774,0.00092713
0.019997,0.017789,0.0008006
0.020507,0.013845,0.00067112
0.02103,0.012482,0.00060369
0.021567,0.010222,0.00052027
0.022117,0.0093504,0.0004748
0.022682,0.007823,0.00041166
0.023261,0.0052498,0.00032219
0.023854,0.0046755,0.00028963
0.024463,0.0039139,0.00025328
0.025087,0.0028307,0.00020371
0.025727,0.0023238,0.00017644
0.026384,0.0018176,0.00014884
0.027057,0.0015973,0.00013319
0.027747,0.0013817,0.00011854
0.028455,0.00098961,9.6587e-05
0.029181,0.00069297,7.7494e-05
0.029926,0.00056239,6.6954e-05
0.03069,0.00052316,5.9422e-05
0.031473,0.00036519,4.7887e-05
0.032276,0.00028264,4.0964e-05
0.033099,0.00015983,2.9912e-05
0.033944,0.00010622,2.3742e-05
0.03481,7.9005e-05,1.9896e-05
0.035698,7.1819e-05,1.8394e-05
0.036609,5.0197e-05,1.5038e-05
0.037544,3.5586e-05,1.2337e-05
0.038502,3.5574e-05,1.2012e-05
0.039484,5.5789e-05,1.4566e-05
0.040491,4.5392e-05,1.2495e-05
0.041525,5.9039e-05,1.3768e-05
0.042584,7.5309e-05,1.4975e-05
0.043671,8.602e-05,1.5554e-05
0.044785,0.00011002,1.6984e-05
0.045928,0.00015135,1.9403e-05
0.0471,0.00017095,2.0014e-05
0.048302,0.00015123,1.8325e-05
0.049534,0.00015868,1.8166e-05
0.050798,0.0002079,2.031e-05
0.052095,0.00022133,2.0594e-05
0.053424,0.00022986,2.0619e-05
0.054787,0.00023232,2.0168e-05
0.056185,0.00024607,2.0362e-05
0.057619,0.00025213,2.0252e-05
0.059089,0.00025284,2.0019e-05
0.060597,0.00025429,1.9864e-05
0.062143,0.00027064,2.0327e-05
0.063729,0.00027017,2.0132e-05
0.065355,0.00024627,1.9016e-05
0.067023,0.000221,1.7485e-05
0.068733,0.00022361,1.7254e-05
0.070487,0.00024242,2.0028e-05
0.072285,0.00025726,2.0311e-05
0.07413,0.00024379,1.8988e-05
0.076021,0.00022526,1.7463e-05
0.077961,0.00022102,1.68e-05
0.07995,0.00021587,1.6086e-05
0.081991,0.00019292,1.4412e-05
0.084083,0.00018005,1.3354e-05
0.086228,0.00017504,1.2762e-05
0.088428,0.00016619,1.1985e-05
0.090685,0.00015368,1.1055e-05
0.092999,0.00014611,1.0428e-05
0.095372,0.00013489,9.6305e-06
0.097806,0.00012369,8.8361e-06
0.1003,0.00011739,8.3414e-06
0.10286,0.00010828,7.7253e-06
0.10549,0.0001009,7.2323e-06
0.10818,8.993e-05,6.5673e-06
0.11094,8.4082e-05,6.1775e-06
0.11377,8.0771e-05,5.9438e-06
0.11667,7.2163e-05,5.4328e-06
0.11965,6.2905e-05,4.8893e-06
0.1227,5.896e-05,4.6503e-06
0.12583,5.6688e-05,4.5033e-06
0.12904,5.1686e-05,4.1761e-06
0.13234,4.6897e-05,3.8517e-06
0.13571,4.1731e-05,3.5108e-06
0.13918,3.8726e-05,3.2961e-06
0.14273,3.706e-05,3.1662e-06
0.14637,3.3767e-05,2.945e-06
0.1501,3.2994e-05,2.8752e-06
0.15393,3.0761e-05,2.729e-06
0.15786,2.9902e-05,2.6719e-06
0.16189,2.9822e-05,2.6437e-06
0.16602,2.6596e-05,2.421e-06
0.17026,2.6461e-05,2.4072e-06
0.1746,2.5495e-05,2.3529e-06
0.17906,2.3891e-05,2.2531e-06
0.18363,2.3936e-05,2.2448e-06
0.18831,2.22e-05,2.14e-06
0.19312,1.9913e-05,2.0149e-06
0.19805,1.9875e-05,2.0363e-06
0.2031,1.8446e-05,1.9861e-06
0.20828,1.6782e-05,1.9369e-06
0.2136,1.5285e-05,1.9036e-06
0.21905,1.3579e-05,1.8448e-06
0.22464,1.0944e-05,1.6997e-06
0.23037,8.4611e-06,1.5577e-06
0.23625,7.6656e-06,1.5532e-06
0.24227,7.1906e-06,1.5723e-06
0.24846,6.5382e-06,1.5492e-06
0.2548,5.6547e-06,1.4815e-06
0.2613,4.7198e-06,1.3967e-06
0.26797,3.7071e-06,1.2787e-06
0.2748,2.6067e-06,1.1185e-06
0.28181,2.7244e-06,1.2079e-06
0.28901,3.0794e-06,1.3275e-06
0.29638,2.7026e-06,1.2805e-06
0.30394,2.4956e-06,1.274e-06
0.3117,2.9398e-06,1.4242e-06
0.31965,3.6505e-06,1.6229e-06
0.32781,3.6125e-06,1.6436e-06
0.33617,3.24e-06,1.5918e-06
0.34475,3.743e-06,1.7462e-06
0.35355,3.044e-06,1.5865e-06
0.36257,1.7539e-06,1.2646e-06
0.37182,2.6911e-06,1.5867e-06
0.38131,2.7946e-06,1.6411e-06
0.39104,2.1626e-06,1.4812e-06
0.39798,1.7955e-06,2.1301e-06
